name,category,group,satisfied_with_area,local_govt_responsive,police_approval,suitable_employment,good_to_raise_kids,good_cond_of_parks,influence_over_local_govt,access_to_car,evicted,received_evict_notice,locations_in_walking_dist,safe_sidewalks,safe_biking,rec_facilities_avail,trust_neighbors,youth_have_role_models,neighbors_improving_area,safe_walking_at_night,would_save_fire_station,youth_likely_graduate_hs,youth_likely_job_w_opportunity,youth_likely_in_gang,youth_likely_abuse_drugs_alc,youth_likely_felony,very_good_self_rate_health,life_satisfaction,happy,anxious,diabetes,have_health_insurance,didnt_get_med_care,postponed_med_care,couldnt_afford_rx,altered_rx,asthma,no_medical_home,visited_er,dental_visit_past_yr,receive_emotional_support,depression,smoking,heavy_drinking,know_someone_abusing_opioids,know_someone_died_opioids,financial_insecurity,less_than_2mo_savings,negative_net_worth,underemployment,no_bank_account,food_insecurity,housing_insecurity,utility_insecurity,discrim_in_workplace,discrim_by_police,discrim_getting_service,discrim_in_housing,discrim_in_healthcare
Hartford Outer Ring,With children,Children in household,0.92,0.59,0.93,0.69,0.94,0.89,0.83,0.95,,,0.39,0.54,0.75,0.69,0.96,0.96,0.91,0.86,,0.99,0.79,0.02,0.27,0.03,0.69,0.78,0.77,0.09,0.05,0.95,0.08,0.22,0.08,,,,0.2,0.79,0.8,0.11,0.06,0.08,0.35,0.16,0.21,0.27,0.02,,0.03,0.09,0.04,0.08,0.18,0.08,,0,0.05
Manchester,Connecticut,Connecticut,0.82,0.51,0.78,0.5,0.75,0.75,0.72,0.88,,,0.54,0.61,0.63,0.7,0.85,0.78,0.77,0.7,,0.88,0.59,0.08,0.29,0.11,0.59,0.67,0.7,0.12,0.1,0.95,0.09,0.23,0.09,,0.11,0.12,0.26,0.74,0.71,0.09,0.14,0.06,0.31,0.24,0.33,0.33,0.17,,0.09,0.13,0.08,0.1,0.27,0.11,,0.04,0.1
Manchester,Total,Total,0.77,0.51,0.71,0.45,0.65,0.69,0.71,0.91,,,0.68,0.81,0.78,0.86,0.78,0.68,0.75,0.61,,0.95,0.6,0.1,0.2,0.19,0.6,0.53,0.63,0.21,0.08,0.94,0.11,0.28,0.11,,0.12,0.15,0.41,0.72,0.64,0.19,0.21,0.05,0.38,0.32,0.36,0.27,0.22,,0.12,0.23,0.09,0.16,0.3,0.25,,0.06,0.11
Manchester,Gender,Male,0.78,0.56,0.76,0.46,0.71,0.69,0.71,0.94,,,0.68,0.82,0.78,0.9,0.78,0.75,0.75,0.64,,,,,,,0.66,0.5,0.65,0.2,0.09,0.9,0.08,0.25,0.12,,0.07,0.2,0.51,0.69,0.64,0.13,,,,,0.31,,,,0.11,0.19,0.13,,,0.28,,,
Manchester,Gender,Female,0.76,0.44,0.68,0.45,0.59,0.7,0.7,0.88,,,0.69,0.83,0.79,0.79,0.78,0.65,0.76,0.57,,,,,,,0.54,0.55,0.61,0.21,0.08,0.98,0.13,0.3,0.11,,0.17,0.1,0.3,0.74,0.64,0.23,,,,,0.4,,,,0.12,0.26,0.05,,,0.22,,,
Manchester,Age,Under age 55,0.78,0.52,0.66,0.45,0.67,0.68,0.72,0.89,,,0.73,0.82,0.77,0.85,0.75,0.67,0.74,0.59,,,,,,,0.62,0.47,0.6,0.26,0.05,0.93,0.13,0.36,0.14,,0.14,0.2,0.45,0.71,0.62,0.2,,,,,0.42,,,,0.18,0.31,0.12,,,0.32,,,
Manchester,Age,Age 55 or older,0.72,0.49,0.83,0.45,0.6,0.75,0.69,0.93,,,0.6,0.83,0.82,0.84,0.83,0.74,0.77,0.61,,,,,,,0.56,0.65,0.69,0.1,0.15,0.97,0.06,0.12,0.05,,0.08,0.04,0.28,0.74,0.66,0.15,,,,,0.28,,,,0,0.06,0.03,,,0.1,,,
Manchester,Education,Some college or less,0.77,0.47,0.62,0.45,0.6,0.61,0.72,0.83,,,0.72,0.76,0.72,0.81,0.74,0.66,0.72,0.57,,,,,,,0.54,0.43,0.57,0.27,0.1,0.91,0.14,0.32,0.19,,0.15,0.15,0.56,0.66,0.63,0.21,,,,,0.45,,,,0.15,0.33,0.15,,,0.3,,,
Manchester,Education,Bachelor's or higher,0.76,0.55,0.84,0.46,0.72,0.81,0.68,1,,,0.64,0.9,0.87,0.92,0.83,0.72,0.8,0.64,,,,,,,0.69,0.68,0.72,0.12,0.06,0.98,0.06,0.22,0.01,,0.09,0.15,0.17,0.8,0.64,0.15,,,,,0.26,,,,0.08,0.09,0.01,,,0.17,,,
Manchester,Income,<$75K,0.8,0.51,0.73,0.42,0.58,0.69,0.68,0.83,,,0.7,0.75,0.76,0.81,0.69,0.62,0.7,0.5,,,,,,,0.59,0.49,0.57,0.25,0.1,0.96,0.12,0.29,0.17,,0.12,0.23,0.38,0.68,0.54,0.25,,,,,0.48,,,,0.23,0.36,0.13,,,0.27,,,
Manchester,Income,$75K+,0.72,0.52,0.66,0.49,0.74,0.74,0.71,1,,,0.68,0.85,0.81,0.89,0.83,0.74,0.81,0.74,,,,,,,0.58,0.56,0.66,0.18,0.08,0.93,0.1,0.28,0.05,,0.1,0.05,0.42,0.77,0.74,0.12,,,,,0.19,,,,0,0.07,0.05,,,0.25,,,
Meriden,Connecticut,Connecticut,0.82,0.51,0.78,0.5,0.75,0.75,0.72,0.88,,,0.54,0.61,0.63,0.7,0.85,0.78,0.77,0.7,,0.88,0.59,0.08,0.29,0.11,0.59,0.67,0.7,0.12,0.1,0.95,0.09,0.23,0.09,,,,0.26,0.74,0.71,0.09,0.14,0.06,0.31,0.24,0.33,0.33,0.17,,0.09,0.13,0.08,0.1,0.27,0.11,,0.04,0.1
Meriden,Total,Total,0.66,0.31,0.68,0.32,0.51,0.69,0.63,0.85,,,0.6,0.68,0.57,0.67,0.76,0.57,0.71,0.61,,0.76,0.45,0.19,0.37,0.15,0.52,0.62,0.65,0.14,0.13,0.97,0.1,0.3,0.1,,,,0.3,0.71,0.62,0.13,0.2,0.02,0.32,0.23,0.42,0.42,0.29,,0.12,0.17,0.09,0.17,0.39,0.17,,0.04,0.12
Meriden,Gender,Male,0.66,0.28,0.69,0.33,0.5,0.69,0.62,0.82,,,0.57,0.62,0.55,0.67,0.71,0.6,0.75,0.7,,,,,,,0.53,0.61,0.61,0.13,0.18,0.94,0.09,0.27,0.08,,,,0.24,0.7,0.54,0.14,0.2,0,0.26,0.22,0.4,0.48,0.35,,0.13,0.15,0.05,0.15,,0.26,,0.01,0.06
Meriden,Gender,Female,0.67,0.32,0.67,0.33,0.52,0.71,0.64,0.89,,,0.63,0.74,0.6,0.67,0.8,0.55,0.68,0.53,,,,,,,0.53,0.62,0.69,0.14,0.1,0.99,0.11,0.32,0.12,,,,0.34,0.72,0.69,0.12,0.19,0.04,0.38,0.24,0.47,0.35,0.23,,0.11,0.19,0.13,0.2,,0.09,,0.07,0.18
Meriden,Age,Under age 55,0.67,0.29,0.66,0.3,0.51,0.66,0.64,0.87,,,0.67,0.7,0.61,0.67,0.72,0.52,0.71,0.59,,,,,,,0.6,0.56,0.58,0.17,0.08,0.97,0.13,0.35,0.12,,,,0.28,0.72,0.57,0.17,0.2,0.03,0.36,0.24,0.51,,,,0.14,0.21,0.11,0.22,,0.23,,,
Meriden,Age,Age 55 or older,0.65,0.33,0.72,0.38,0.51,0.74,0.62,0.84,,,0.49,0.64,0.5,0.68,0.86,0.65,0.72,0.64,,,,,,,0.43,0.75,0.77,0.07,0.23,0.98,0.06,0.21,0.07,,,,0.33,0.69,0.7,0.07,0.2,0,0.27,0.22,0.3,,,,0.08,0.1,0.05,0.09,,0.05,,,
Meriden,Education,Bachelor's or higher,0.67,0.33,0.74,0.28,0.47,0.73,0.73,0.96,,,0.5,0.64,0.62,0.66,0.78,0.53,0.71,0.68,,,,,,,0.68,0.64,0.69,0.03,0.08,0.98,0.06,0.26,0.1,,,,0.23,0.83,0.73,0.1,,,,,0.35,,,,0.07,0.11,0.12,,,0.17,,,
Meriden,Education,High school or less,0.68,0.28,0.63,0.44,0.43,0.56,0.54,0.71,,,0.71,0.68,0.53,0.67,0.66,0.58,0.67,0.59,,,,,,,0.35,0.6,0.63,0.23,0.22,0.95,0.08,0.3,0.07,,,,0.42,0.63,0.52,0.14,,,,,0.55,,,,0.22,0.31,0.11,,,0.11,,,
Meriden,Education,Some college or Associate's,0.64,0.29,0.66,0.29,0.59,0.77,0.6,0.88,,,0.65,0.72,0.57,0.68,0.82,0.58,0.75,0.57,,,,,,,0.52,0.61,0.6,0.18,0.11,0.97,0.18,0.35,0.15,,,,0.27,0.66,0.58,0.16,,,,,0.42,,,,0.08,0.14,0.05,,,0.21,,,
Meriden,Income,$75K+,0.65,0.26,0.7,0.32,0.52,0.69,0.75,0.94,,,0.55,0.69,0.61,0.72,0.81,0.54,0.7,0.64,,,,,,,0.71,0.74,0.74,0.06,0.08,0.99,0.1,0.23,0.12,,,,0.24,0.81,0.65,0.08,,,,,0.27,,,,0.09,0.09,0.09,,,0.18,,,
Meriden,Income,<$30K,0.67,0.28,0.51,0.25,0.43,0.63,0.47,0.67,,,0.68,0.65,0.46,0.59,0.67,0.6,0.74,0.47,,,,,,,0.31,0.37,0.45,0.3,0.22,0.97,0.2,0.46,0.13,,,,0.46,0.53,0.31,0.27,,,,,0.74,,,,0.18,0.44,0.15,,,0.19,,,
Meriden,Income,$30K-$75K,0.68,0.34,0.75,0.34,0.53,0.73,0.62,0.91,,,0.65,0.73,0.62,0.67,0.72,0.55,0.7,0.7,,,,,,,0.53,0.61,0.64,0.13,0.14,0.97,0.04,0.27,0.06,,,,0.24,0.76,0.73,0.11,,,,,0.46,,,,0.09,0.11,0.06,,,0.17,,,
Meriden,Race/Ethnicity,White,0.61,0.28,0.71,0.32,0.41,0.69,0.6,0.87,,,0.52,0.63,0.57,0.64,0.78,0.52,0.7,0.64,,,,,,,0.53,0.6,0.69,0.12,0.12,0.97,0.09,0.3,0.08,,,,0.29,0.71,0.6,0.13,,,,,0.4,,,,0.1,0.13,0.08,,,0.11,,,
Meriden,Race/Ethnicity,Not white,0.77,0.36,0.62,0.35,0.69,0.68,0.69,0.82,,,0.76,0.78,0.6,0.76,0.73,0.61,0.76,0.54,,,,,,,0.55,0.64,0.55,0.16,0.17,0.96,0.13,0.32,0.16,,,,0.33,0.7,0.64,0.13,,,,,0.51,,,,0.16,0.26,0.12,,,0.29,,,
Meriden,With children,No children in household,0.65,0.29,0.69,0.31,0.49,0.72,0.6,0.82,,,0.57,0.65,0.54,0.69,0.74,0.55,0.73,0.58,,,,,,,0.48,0.61,0.65,0.17,0.13,0.96,0.11,0.33,0.11,,,,0.28,0.65,0.57,0.14,,,,,0.42,,,,0.11,0.15,0.04,,,0.17,,,
Meriden,With children,Children in household,0.69,0.34,0.68,0.36,0.54,0.64,0.68,0.92,,,0.67,0.72,0.62,0.66,0.78,0.59,0.67,0.66,,,,,,,0.62,0.64,0.65,0.08,0.13,0.98,0.09,0.25,0.1,,,,0.32,0.82,0.72,0.11,,,,,0.46,,,,0.13,0.2,0.18,,,0.18,,,
Milford,Connecticut,Connecticut,0.82,0.51,0.78,0.5,0.75,0.75,0.72,0.88,,,0.54,0.61,0.63,0.7,0.85,0.78,0.77,0.7,,0.88,0.59,0.08,0.29,0.11,0.59,0.67,0.7,0.12,0.1,0.95,0.09,0.23,0.09,,0.11,0.12,0.26,0.74,0.71,0.09,0.14,0.21,0.31,0.24,0.33,0.33,0.17,,0.09,0.13,0.08,0.1,0.27,0.11,,0.04,0.1
Milford,Total,Total,0.85,0.59,0.8,0.58,0.87,0.8,0.76,0.94,,,0.67,0.81,0.76,0.78,0.94,0.86,0.88,0.79,,0.95,0.71,0.01,0.19,0.05,0.67,0.69,0.7,0.1,0.1,0.97,0.08,0.22,0.08,,0.13,0.11,0.19,0.78,0.72,0.1,0.12,0.07,0.32,0.26,0.32,0.36,0.14,,0.05,0.09,0.05,0.03,0.26,0.08,,0.01,0.08
Milford,Gender,Male,0.83,0.55,0.81,0.49,0.86,0.78,0.76,0.92,,,0.69,0.79,0.75,0.8,0.94,0.85,0.88,0.86,,,,,,,0.69,0.63,0.67,0.14,0.14,0.96,0.08,0.17,0.07,,,,0.15,0.75,0.71,0.12,,,,,0.32,0.34,0.16,,0.07,0.11,0.06,,0.3,0.12,,,
Milford,Gender,Female,0.86,0.62,0.8,0.64,0.88,0.8,0.76,0.96,,,0.65,0.83,0.74,0.75,0.96,0.88,0.88,0.73,,,,,,,0.64,0.74,0.73,0.06,0.06,0.98,0.08,0.25,0.1,,,,0.22,0.81,0.74,0.08,,,,,0.33,0.38,0.11,,0.03,0.06,0.04,,0.23,0.04,,,
Milford,Age,Under age 55,0.82,0.54,0.74,0.53,0.86,0.74,0.78,0.92,,,0.73,0.8,0.78,0.78,0.94,0.85,0.87,0.82,,,,,,,0.71,0.64,0.69,0.13,0.03,0.96,0.11,0.27,0.12,,,,0.14,0.78,0.66,0.14,,,,,0.38,0.45,0.2,,0.07,0.13,0.06,,0.29,0.1,,,
Milford,Age,Age 55 or older,0.9,0.66,0.88,0.65,0.89,0.88,0.74,0.98,,,0.62,0.82,0.72,0.77,0.95,0.88,0.89,0.75,,,,,,,0.62,0.77,0.74,0.07,0.19,0.99,0.04,0.15,0.03,,,,0.24,0.79,0.81,0.04,,,,,0.24,0.21,0.04,,0.03,0.02,0.03,,0.21,0.05,,,
Milford,Education,Some college or less,0.82,0.6,0.79,0.62,0.88,0.77,0.73,0.92,,,0.65,0.79,0.74,0.77,0.94,0.87,0.85,0.69,,,,,,,0.62,0.66,0.66,0.11,0.09,0.96,0.1,0.26,0.11,,,,0.25,0.73,0.66,0.09,,,,,0.42,0.39,0.11,,0.08,0.11,0.06,,0.29,0.09,,,
Milford,Education,Bachelor's or higher,0.88,0.58,0.82,0.53,0.88,0.82,0.8,0.98,,,0.68,0.83,0.77,0.78,0.95,0.86,0.91,0.93,,,,,,,0.72,0.74,0.77,0.09,0.1,0.99,0.06,0.17,0.06,,,,0.12,0.84,0.8,0.11,,,,,0.21,0.33,0.18,,0.02,0.06,0.04,,0.23,0.06,,,
Milford,Income,<$75K,0.81,0.54,0.79,0.47,0.86,0.79,0.71,0.92,,,0.71,0.81,0.75,0.77,0.91,0.85,0.86,0.8,,,,,,,0.62,0.53,0.6,0.1,0.1,0.94,0.1,0.22,0.15,,,,0.26,0.69,0.65,0.14,,,,,0.46,,0.21,,0.1,0.18,0.07,,0.31,0.07,,,
Milford,Income,$75K+,0.85,0.64,0.8,0.69,0.87,0.82,0.82,0.96,,,0.71,0.84,0.78,0.78,0.98,0.86,0.92,0.81,,,,,,,0.69,0.83,0.81,0.11,0.07,0.99,0.09,0.26,0.04,,,,0.14,0.89,0.77,0.07,,,,,0.23,,0.08,,0.02,0.02,0.04,,0.24,0.07,,,
Milford,With children,No children in household,0.86,0.57,0.78,0.54,0.86,0.78,0.73,0.94,,,0.68,0.83,0.75,0.77,0.93,0.86,0.88,0.8,,,,,,,0.64,0.67,0.71,0.07,0.12,0.97,0.06,0.19,0.04,,,,0.21,0.74,0.76,0.09,,,,,0.31,,0.19,,0.06,0.06,0.05,,,0.07,,,
Milford,With children,Children in household,0.82,0.61,0.84,0.66,0.87,0.82,0.86,0.95,,,0.65,0.76,0.74,0.78,1,0.87,0.86,0.79,,,,,,,0.73,0.72,0.69,0.14,0.02,0.98,0.12,0.29,0.2,,,,0.13,0.87,0.64,0.11,,,,,0.37,,0.04,,0.04,0.15,0.06,,,0.11,,,
Monroe,Connecticut,Connecticut,0.82,0.51,0.78,0.5,0.75,0.75,0.72,0.88,,,0.54,0.61,0.63,0.7,0.85,0.78,0.77,0.7,,,,,,,0.59,0.67,0.7,0.12,0.1,0.95,0.09,0.23,0.09,,0.11,0.12,0.26,0.74,0.71,0.09,0.14,,,,0.33,,,,0.09,0.13,0.08,,,0.11,,,
Monroe,Total,Total,0.86,0.61,0.94,0.6,1,0.97,0.72,0.94,,,0.31,0.17,0.55,0.75,0.98,0.94,0.87,0.81,,,,,,,0.69,0.77,0.72,0.11,0.1,0.98,0.13,0.29,0.12,,0.15,0.02,0.16,0.91,0.8,0.03,0.02,,,,0.27,,,,0.01,0.03,0,,,0.05,,,
Naugatuck,Connecticut,Connecticut,0.82,0.51,0.78,0.5,0.75,0.75,0.72,0.88,,,0.54,0.61,0.63,0.7,0.85,0.78,0.77,0.7,,0.88,0.59,0.08,0.29,0.11,0.59,0.67,0.7,0.12,0.1,0.95,0.09,0.23,0.09,,0.11,0.12,0.26,0.74,0.71,0.09,0.14,0.06,0.31,0.24,0.33,0.33,0.17,,0.09,0.13,0.08,0.1,0.27,0.11,,0.04,0.1
Naugatuck,Total,Total,0.76,0.47,0.81,0.38,0.66,0.66,0.67,0.89,,,0.56,0.58,0.54,0.61,0.81,0.68,0.72,0.69,,0.85,0.41,0.07,0.32,0.09,0.57,0.56,0.61,0.12,0.11,0.95,0.1,0.26,0.08,,0.12,0.14,0.25,0.62,0.66,0.12,0.24,0.02,0.34,0.33,0.47,0.35,0.25,,0.13,0.17,0.12,0.16,0.25,0.17,,0.05,0.11
Naugatuck,Gender,Male,0.77,0.49,0.8,0.43,0.65,0.71,0.7,0.9,,,0.6,0.63,0.56,0.62,0.85,0.69,0.72,0.68,,0.79,0.45,0.11,0.3,0.06,0.6,0.57,0.64,0.14,0.11,0.93,0.07,0.22,0.08,,0.15,0.16,0.27,0.63,0.64,0.12,0.2,0.01,0.28,0.3,0.44,0.25,0.24,,0.13,0.15,0.16,0.12,0.23,0.24,,0.05,0.01
Naugatuck,Gender,Female,0.75,0.45,0.81,0.35,0.66,0.6,0.64,0.89,,,0.53,0.52,0.53,0.6,0.78,0.67,0.71,0.69,,0.9,0.35,0.03,0.35,0.12,0.55,0.53,0.59,0.1,0.1,0.97,0.12,0.31,0.09,,0.1,0.12,0.24,0.62,0.69,0.13,0.28,0.03,0.4,0.33,0.49,0.44,0.25,,0.13,0.19,0.08,0.21,0.28,0.11,,0.06,0.22
Naugatuck,Age,Under age 55,0.75,0.44,0.8,0.4,0.65,0.59,0.69,0.9,,,0.64,0.65,0.56,0.65,0.78,0.64,0.68,0.68,,,,,,,0.61,0.48,0.58,0.13,0.05,0.95,0.14,0.31,0.1,,0.17,0.19,0.27,0.57,0.6,0.15,0.27,0.03,0.35,0.31,0.51,,,,0.18,0.25,0.17,0.23,,0.2,,,0.15
Naugatuck,Age,Age 55 or older,0.78,0.52,0.81,0.35,0.66,0.73,0.63,0.9,,,0.43,0.45,0.51,0.52,0.89,0.74,0.78,0.68,,,,,,,0.52,0.68,0.68,0.1,0.2,0.96,0.03,0.19,0.06,,0.05,0.04,0.23,0.72,0.76,0.07,0.19,0.02,0.3,0.33,0.39,,,,0.05,0.05,0.05,0.03,,0.13,,,0.06
Naugatuck,Education,Bachelor's or higher,0.79,0.49,0.85,0.42,0.62,0.67,0.83,0.96,,,0.51,0.57,0.52,0.62,0.91,0.74,0.85,0.76,,,,,,,0.69,0.55,0.65,0.12,0.08,1,0.11,0.26,0.14,,0.05,0.06,0.2,0.73,0.72,0.08,,,,,0.35,,,,0.04,0.1,0.09,,,0.21,,,
Naugatuck,Education,High school or less,0.79,0.55,0.87,0.4,0.74,0.68,0.57,0.85,,,0.65,0.64,0.62,0.65,0.78,0.63,0.66,0.66,,,,,,,0.55,0.57,0.64,0.12,0.12,0.91,0.06,0.26,0.02,,0.15,0.25,0.21,0.51,0.54,0.15,0.21,,,,0.5,,,,0.17,0.21,0.15,,,0.07,,,
Naugatuck,Education,Some college or Associate's,0.71,0.41,0.73,0.34,0.61,0.63,0.63,0.88,,,0.52,0.55,0.5,0.58,0.76,0.66,0.65,0.64,,,,,,,0.5,0.54,0.56,0.13,0.12,0.94,0.12,0.27,0.09,,0.17,0.11,0.33,0.63,0.72,0.14,0.3,,,,0.56,,,,0.18,0.21,0.13,,,0.23,,,
Naugatuck,Income,$75K+,0.74,0.43,0.84,0.49,0.62,0.63,0.77,0.99,,,0.48,0.58,0.53,0.56,0.9,0.73,0.75,0.82,,,,,,,0.67,0.76,0.71,0.05,0.06,0.97,0.08,0.33,0.07,,0.08,0.09,0.2,0.74,0.79,0.06,,,,,0.26,,,,0.08,0.01,0.06,,,0.2,,,
Naugatuck,Income,<$30K,0.83,0.53,0.8,0.36,0.71,0.72,0.58,0.77,,,0.73,0.67,0.63,0.63,0.8,0.65,0.71,0.63,,,,,,,0.48,0.49,0.56,0.19,0.16,0.9,0.11,0.29,0.1,,0.21,0.19,0.29,0.47,0.6,0.16,,,,,0.63,,,,0.29,0.36,0.21,,,0.17,,,
Naugatuck,Income,$30K-$75K,0.72,0.48,0.85,0.35,0.67,0.64,0.68,0.91,,,0.54,0.52,0.48,0.64,0.77,0.65,0.7,0.58,,,,,,,0.59,0.37,0.57,0.11,0.08,0.98,0.11,0.2,0.09,,0.1,0.15,0.31,0.62,0.59,0.16,,,,,0.51,,,,0.07,0.19,0.09,,,0.14,,,
Naugatuck,With children,No children in household,0.77,0.43,0.79,0.33,0.65,0.68,0.65,0.89,,,0.55,0.54,0.56,0.57,0.82,0.67,0.76,0.69,,,,,,,0.58,0.62,0.62,0.11,0.16,0.94,0.07,0.23,0.06,,0.1,0.09,0.25,0.65,0.72,0.12,,,,,0.45,,,,0.12,0.13,0.12,,,0.15,,,
Naugatuck,With children,Children in household,0.75,0.54,0.85,0.45,0.66,0.64,0.71,0.9,,,0.59,0.63,0.52,0.65,0.81,0.68,0.66,0.67,,,,,,,0.58,0.46,0.6,0.13,0.02,0.97,0.14,0.32,0.12,,0.16,0.2,0.27,0.59,0.57,0.14,,,,,0.49,,,,0.15,0.24,0.13,,,0.2,,,
New Britain,Connecticut,Connecticut,0.82,0.51,0.78,0.5,0.75,0.75,0.72,0.88,,,0.54,0.61,0.63,0.7,0.85,0.78,0.77,0.7,,0.88,0.59,0.08,0.29,0.11,0.59,0.67,0.7,0.12,0.1,0.95,0.09,0.23,0.09,,0.11,0.12,0.26,0.74,0.71,0.09,0.14,0.06,0.31,0.24,0.33,0.33,0.17,,0.09,0.13,0.08,0.1,0.27,0.11,,0.04,0.1
New Britain,Total,Total,0.72,0.44,0.67,0.4,0.47,0.69,0.65,0.82,,,0.72,0.76,0.77,0.77,0.72,0.53,0.61,0.58,,0.7,0.4,0.21,0.49,0.31,0.51,0.58,0.61,0.14,0.11,0.95,0.14,0.23,0.11,,0.12,0.13,0.33,0.68,0.62,0.12,0.14,0.06,0.33,0.25,0.42,0.56,0.32,,0.17,0.25,0.14,0.16,0.28,0.16,,0.13,0.15
New Britain,Gender,Male,0.71,0.52,0.71,0.47,0.52,0.72,0.68,0.9,,,0.76,0.82,0.77,0.81,0.74,0.59,0.66,0.66,,,,,,,0.53,0.59,0.59,0.16,0.12,0.92,0.1,0.16,0.09,,0.08,0.14,0.31,0.66,0.62,0.1,,,,,0.33,,,,0.17,0.19,0.09,,,0.24,,,
New Britain,Gender,Female,0.74,0.36,0.65,0.33,0.43,0.65,0.63,0.77,,,0.69,0.72,0.75,0.74,0.69,0.48,0.55,0.49,,,,,,,0.5,0.58,0.64,0.13,0.1,0.97,0.18,0.29,0.12,,0.15,0.12,0.34,0.71,0.63,0.14,,,,,0.5,,,,0.18,0.31,0.18,,,0.09,,,
New Britain,Age,Under age 55,0.7,0.44,0.62,0.42,0.45,0.62,0.63,0.84,,,0.8,0.76,0.78,0.77,0.69,0.48,0.54,0.59,,,,,,,0.57,0.54,0.59,0.15,0.06,0.95,0.18,0.26,0.14,,0.14,0.17,0.37,0.69,0.61,0.13,,,,,0.45,,,,0.2,0.33,0.15,,,0.18,,,
New Britain,Age,Age 55 or older,0.78,0.47,0.79,0.38,0.51,0.83,0.7,0.79,,,0.56,0.78,0.74,0.81,0.77,0.64,0.72,0.53,,,,,,,0.41,0.66,0.66,0.13,0.23,0.93,0.07,0.17,0.04,,0.07,0.05,0.26,0.68,0.65,0.1,,,,,0.38,,,,0.11,0.1,0.11,,,0.12,,,
New Britain,Education,Bachelor's or higher,0.76,0.53,0.81,0.47,0.4,0.71,0.69,0.91,,,0.66,0.75,0.72,0.8,0.79,0.58,0.67,0.56,,,,,,,0.76,0.61,0.69,0.09,0.05,0.96,0.09,0.26,0.11,,0.08,0.07,0.19,0.83,0.71,0.07,,,,,0.24,,,,0.09,0.13,0.1,,,0.13,,,
New Britain,Education,High school or less,0.74,0.39,0.63,0.35,0.52,0.68,0.64,0.7,,,0.81,0.79,0.72,0.73,0.68,0.52,0.56,0.57,,,,,,,0.35,0.54,0.58,0.2,0.19,0.9,0.17,0.16,0.08,,0.13,0.16,0.4,0.58,0.58,0.16,,,,,0.53,,,,0.26,0.36,0.19,,,0.12,,,
New Britain,Education,Some college or Associate's,0.65,0.47,0.57,0.34,0.44,0.66,0.66,0.91,,,0.68,0.74,0.89,0.82,0.66,0.44,0.59,0.58,,,,,,,0.49,0.63,0.61,0.11,0.08,1,0.16,0.27,0.13,,0.13,0.15,0.38,0.66,0.58,0.12,,,,,0.42,,,,0.15,0.22,0.1,,,0.22,,,
New Britain,Income,$75K+,0.69,0.47,0.69,0.35,0.43,0.63,0.72,0.95,,,0.7,0.76,0.83,0.91,0.83,0.53,0.63,0.53,,,,,,,0.7,0.63,0.67,0.06,0.05,1,0.12,0.22,0.13,,0.06,0.08,0.29,0.8,0.81,0,,,,,0.09,,,,0.13,0.08,0.06,,,0.14,,,
New Britain,Income,<$30K,0.74,0.36,0.52,0.37,0.45,0.66,0.63,0.67,,,0.77,0.78,0.71,0.7,0.61,0.47,0.52,0.58,,,,,,,0.32,0.47,0.44,0.22,0.18,0.92,0.2,0.25,0.13,,0.12,0.19,0.46,0.6,0.52,0.23,,,,,0.63,,,,0.26,0.48,0.17,,,0.15,,,
New Britain,Income,$30K-$75K,0.71,0.48,0.75,0.42,0.46,0.71,0.6,0.9,,,0.7,0.76,0.76,0.72,0.76,0.52,0.66,0.59,,,,,,,0.6,0.62,0.69,0.12,0.09,0.96,0.1,0.19,0.08,,0.17,0.12,0.21,0.66,0.59,0.12,,,,,0.47,,,,0.13,0.17,0.13,,,0.2,,,
New Britain,Race/Ethnicity,White,0.7,0.51,0.75,0.38,0.45,0.78,0.67,0.86,,,0.62,0.72,0.72,0.78,0.75,0.54,0.61,0.48,,,,,,,0.45,0.56,0.61,0.16,0.15,0.97,0.16,0.29,0.1,,0.08,0.09,0.31,0.63,0.63,0.13,,,,,0.39,,,,0.11,0.18,0.13,,,0.14,,,
New Britain,Race/Ethnicity,Not white,0.74,0.37,0.58,0.41,0.48,0.59,0.62,0.81,,,0.82,0.82,0.8,0.77,0.67,0.51,0.61,0.67,,,,,,,0.57,0.6,0.63,0.15,0.08,0.92,0.13,0.16,0.12,,0.16,0.17,0.35,0.75,0.61,0.11,,,,,0.45,,,,0.24,0.33,0.15,,,0.18,,,
New Britain,With children,No children in household,0.73,0.45,0.71,0.42,0.44,0.72,0.66,0.81,,,0.69,0.76,0.77,0.73,0.74,0.56,0.66,0.56,,,,,,,0.47,0.62,0.63,0.15,0.15,0.96,0.11,0.22,0.09,,0.1,0.08,0.34,0.69,0.64,0.13,,,,,0.39,,,,0.15,0.19,0.1,,,0.14,,,
New Britain,With children,Children in household,0.71,0.41,0.58,0.35,0.48,0.62,0.63,0.87,,,0.79,0.78,0.75,0.84,0.63,0.47,0.53,0.61,,,,,,,0.62,0.52,0.61,0.15,0.04,0.92,0.21,0.24,0.14,,0.14,0.23,0.33,0.68,0.59,0.1,,,,,0.48,,,,0.21,0.38,0.19,,,0.21,,,
